"employment.farmers","employment.tradesmen","employment.managers","employment.workers","employment.unemployed","employment.middleempl","employment.retired","employment.employrate","employment.income","housing.density","housing.primaryres","housing.houses","housing.owners","housing.council","services.butcher","services.baker","services.postoffice","services.dentist","services.grocery","services.nursery","services.doctor","services.chemist","services.restaurant","environment.building","environment.water","environment.vegetation","environment.agricul"
0,4.26,0,46.81,12.77,8.51,27.66,95.28,18567.76,3.33,68.47," sup 90%",72.04," inf 5%","0","0","0","0","0","0","0","0","0",0.059948905,0.118242297,62.12525392,5.616931363
0.9,4.53,7.87,37.77,12.98,19.38,16.58,94.14,24897.83,218.51,96.15," sup 90%",78.38," inf 5%","2 or +","1","1 or +","1 to 2","0","0","3 or +","1","2",1.752808943,7.092572718,11.30952996,71.03490829
1.15,1.15,6.9,34.48,13.79,14.94,27.59,90.95,21512.02,104.64,86," sup 90%",84.71," inf 5%","0","0","0","0","0","0","0","0","0",1.228165752,0.033024397,19.0557167,76.51185579
3.28,6.56,4.92,42.62,13.11,6.56,22.95,93.06,17957.86,43.35,81.43," sup 90%",78.95," inf 5%","0","0","0","0","0","0","0","0","0",0.685912651,0.050487834,17.0451473,79.56095814
3.15,5.86,4.05,31.98,17.12,9.46,28.38,89.24,21706.35,101.01,91.22," sup 90%",73.38," inf 5%","1","0","0","0","1 or +","0","1 to 2","1","0",1.130681755,8.875257741,12.95089861,75.50499141
1.9,3.16,3.16,36.71,17.09,12.66,25.32,90.03,22218.43,13.41,81.57," sup 90%",80.76," inf 5%","0","1","0","0","0","0","0","0","0",0.112251558,0.05653521,75.84041187,17.4953131
9.8,3.77,2.64,39.21,13.28,10.56,20.74,87.02,19357.27,56.04,85.25," inf 90%",59.18," inf 5%","1","1","1 or +","1 to 2","1 or +","0","1 to 2","2 or +","0",0.988909629,0.782512369,18.35225463,76.17997837
0.57,2.87,6.88,41.83,11.89,13.47,22.49,92.35,21738.02,176.23,92.62," inf 90%",66.62," inf 5%","1","2 or +","1 or +","1 to 2","1 or +","0","3 or +","1","3 or +",1.418645209,20.73674472,20.72940088,49.27967265
0,7.5,10,40,17.5,15,10,94.9,26166.5,101.08,87.81," sup 90%",78.87," inf 5%","1","0","0","0","0","0","1 to 2","0","0",0.724524304,0,64.67008109,29.24544198
3.41,4.88,4.39,38.05,18.54,7.8,22.93,88.87,17721.96,35.57,92.26," sup 90%",79.85," inf 5%","1","1","1 or +","0","1 or +","0","1 to 2","1","0",0.611198071,0.121619454,53.71893356,42.43255251
1.53,3.82,6.87,40.46,9.92,12.98,24.43,89.91,20438.21,75.55,90.66," sup 90%",89.69," inf 5%","1","0","0","0","0","0","0","0","1",0.91886995,0.232802082,47.85429544,44.41734637
5.39,1.24,2.9,32.78,16.21,8.71,32.76,85.17,16014.18,35.74,85.32," sup 90%",74.8," inf 5%","1","1","1 or +","0","0","0","0","0","0",0.628544033,0.259061689,44.77568975,49.60747502
0.67,3.68,4.68,41.47,9.7,15.38,24.41,90.89,20761.37,202.99,87.3," inf 90%",59.26," sup 5%","2 or +","1","1 or +","1 to 2","0","0","3 or +","2 or +","2",2.486892875,7.289684831,7.679873153,71.94250522
4.6,6.9,5.75,33.33,9.2,3.45,36.78,86.01,18455.66,29.55,81.94," sup 90%",72.09," inf 5%","0","0","0","0","1 or +","0","0","0","2",0.609443038,0.403070546,25.39207176,69.14259314
0,10.71,0,53.57,3.57,7.14,25,87.84,20056.09,22.95,87.99," sup 90%",81.03," inf 5%","0","0","0","0","0","0","0","0","0",0.262636476,0.013661677,89.22710111,5.26880729
2.33,6.98,4.65,34.88,9.3,4.65,37.21,85.71,20615.52,11.64,80.63," sup 90%",66.29," inf 5%","0","0","0","0","0","0","0","0","0",0.225404069,0.039185537,85.99612329,10.32459668
0,4.46,3.96,43.56,11.88,15.84,20.3,91.18,19302.22,133.83,95.02," sup 90%",82.59," inf 5%","1","0","0","0","0","0","1 to 2","0","2",1.639008605,0.267637887,27.71561039,65.29125507
0.07,2.77,13.01,33.66,11.75,16.33,22.42,94.68,30480.99,268.25,97.17," inf 90%",71.11," sup 5%","1","2 or +","1 or +","3 or +","1 or +","0","3 or +","2 or +","3 or +",1.745193817,0.232968537,61.14617996,0.257185248
0.7,3.63,10.08,31.47,14.16,20.43,19.53,93.58,27607.87,139.09,94.73," sup 90%",83.19," inf 5%","0","2 or +","1 or +","1 to 2","1 or +","0","3 or +","1","3 or +",1.555012243,0.173778324,41.3646876,41.4006414
0,8,16,28,20,8,20,92.59,20076.26,43.23,85.71," sup 90%",85.42," inf 5%","0","0","0","0","0","0","0","0","0",0.709778858,0.196490042,16.6145864,81.02546335
3.7,7.41,0,25.93,3.7,14.81,44.44,92.45,21771.09,18.3,79.82," sup 90%",88.24," inf 5%","0","0","0","0","0","0","0","0","0",0.425438303,0.060901246,53.98681592,40.78660269
3.23,3.23,4.84,30.65,17.74,11.29,29.03,94.89,18292.66,19.78,76.45," sup 90%",76.58," inf 5%","0","0","0","0","0","0","0","0","0",0.546367007,0.293674038,26.25758205,69.56613124
5.36,0,1.79,39.29,12.5,10.71,30.36,96.38,18973.35,26.05,83.41," sup 90%",76.19," inf 5%","0","0","0","0","0","0","0","0","0",0.451613268,0.656534259,26.66108681,68.82952285
2.26,5.26,8.27,38.35,11.28,8.27,26.32,92.69,24846.87,50.08,94.42," sup 90%",67.19," sup 5%","1","1","0","0","0","0","0","0","3 or +",0.831399407,0.060291964,46.80273008,45.17249557
2.16,2.16,3.24,33.45,16.91,8.63,33.45,88.67,18407.92,138.01,87.31," sup 90%",69.07," inf 5%","0","0","0","0","0","0","0","0","0",2.220646924,0.101181649,7.11110275,87.29882998
0.05,2.47,11.28,30.02,15.81,17.52,22.85,90.88,24284.32,1380.28,94.23," inf 90%",49.72," sup 5%","2 or +","2 or +","1 or +","3 or +","1 or +","1 or +","3 or +","2 or +","3 or +",8.493776928,0.559859693,25.59512724,12.09943325
15.87,9.52,3.17,30.16,4.76,6.35,30.16,91.45,21461.86,29.5,87.29," sup 90%",89.23," inf 5%","0","0","0","0","0","0","0","0","0",0.573186526,0.051936169,20.89994041,75.87808278
2.33,9.3,2.33,18.6,16.28,4.65,46.51,90.7,18173.51,57.38,81.4," sup 90%",71.59," inf 5%","0","0","0","0","0","0","0","0","0",1.319645407,0.563517251,13.82855883,82.4489908
0.81,4.93,6.27,34.22,13.91,16.54,23.31,91.89,22582.27,50.15,93.39," sup 90%",75.29," inf 5%","2 or +","2 or +","1 or +","3 or +","0","0","3 or +","2 or +","3 or +",0.360068739,0.492846585,83.29179024,7.176145093
2.74,5.48,13.7,23.29,13.7,9.59,31.51,94.8,19472.55,82.82,89.78," sup 90%",85.8," inf 5%","0","0","0","0","0","0","0","0","0",1.540740095,0.108953107,11.26620991,87.05176531
2.5,1.67,2.5,35,10.83,7.5,40,89.62,16363.21,83.33,88.43," sup 90%",75.32," inf 5%","0","1","0","0","1 or +","0","0","0","2",1.412351683,0.026271854,22.69006444,67.98393072
6.9,0,5.17,41.38,8.62,6.9,31.03,88.15,20339.32,55.73,80.33," sup 90%",72.17," inf 5%","0","0","0","0","0","0","0","0","0",1.227017495,0.004041834,34.9550434,60.25540869
3.37,3.98,5.16,23.85,16.1,4.28,43.26,89.48,15415.41,156,79.78," inf 90%",56," sup 5%","2 or +","2 or +","1 or +","1 to 2","0","0","3 or +","1","3 or +",2.070333413,0.699689598,17.17647608,75.02777416
8.34,3.71,8.65,29.33,16.95,10.81,22.23,91.66,22707.86,61.37,80.9," sup 90%",67.96," inf 5%","1","1","1 or +","1 to 2","0","0","1 to 2","1","2",1.192788617,0.411411654,14.54821171,82.41336793
8.82,2.94,0,38.24,5.88,14.71,29.41,94.74,19910.07,49.4,85.47," sup 90%",80.28," inf 5%","0","0","0","0","0","0","0","0","0",0.782460353,0.303485935,24.80603377,71.71296988
18.52,3.7,11.11,18.52,14.81,7.41,25.93,92.75,23858.1,20.83,83.77," sup 90%",80.77," inf 5%","0","0","0","0","0","0","0","0","0",0.43334517,0.046969588,35.09320879,59.92724724
1,4.58,11.95,27.69,14.54,18.73,21.51,93.5,26401.08,318.43,96.3," sup 90%",79.44," inf 5%","0","2 or +","1 or +","1 to 2","1 or +","0","3 or +","1","3 or +",2.542748653,0.23466813,25.61449407,59.60000918
2.91,7.77,6.8,31.07,10.68,9.71,31.07,86.06,18127.8,91.65,86.69," sup 90%",73.73," inf 5%","0","1","0","0","1 or +","0","0","0","0",1.138298398,0.214719491,18.33504494,77.09738384
0,0,0,26.32,21.05,31.58,21.05,86.27,22787.73,52.94,91.63," sup 90%",75.76," inf 5%","0","0","0","0","0","0","0","0","0",0.651903424,0.1038911,24.80990084,72.4637893
1.8,4.95,4.95,36.04,15.77,8.56,27.93,87.82,18231.72,67.94,89.63," sup 90%",72.34," inf 5%","0","0","0","0","0","0","0","0","3 or +",0.742440144,5.084685939,14.82270196,76.76695026
0.92,3.08,7.69,42.77,13.85,13.54,18.15,91.86,21118.79,86.24,89.27," sup 90%",73.82," inf 5%","0","0","0","0","1 or +","0","0","0","1",0.977619967,0.107640655,46.17765621,45.93757209
4.35,0.97,6.76,30.92,16.91,12.56,27.54,91.68,20197.15,72.75,90.47," sup 90%",77.63," inf 5%","1","1","1 or +","0","1 or +","0","1 to 2","1","1",0.782723976,7.062131403,18.19658856,69.06892362
14.47,3.95,2.63,47.37,6.58,6.58,18.42,95.36,19597.2,37.25,89.55," sup 90%",77.93," inf 5%","0","0","0","0","0","0","0","0","0",0.727895661,0.027758166,14.46087791,82.92879897
0.56,5.56,5,30.56,13.89,8.33,36.11,86.61,19431.04,8.22,61.1," inf 90%",83.65," inf 5%","0","0","0","0","0","0","0","0","3 or +",0.120737537,0.242834614,89.4400122,4.818546583
2.97,3.96,7.92,25.74,14.85,11.88,32.67,93.75,24509.78,44.68,84.94," sup 90%",82.91," inf 5%","0","0","0","0","1 or +","0","0","0","0",0.727021287,0.029913877,24.22716112,71.57320419
8.33,3.57,4.76,29.76,11.9,10.71,30.95,90.24,22760.87,56.83,81.95," inf 90%",57.14," inf 5%","0","0","0","0","0","0","0","0","0",1.159708648,0.470927899,9.142298659,89.0639925
2.77,5.55,4.99,28.28,12.75,13.86,31.79,87.5,22330.63,86.87,91.96," sup 90%",82.37," inf 5%","0","0","0","0","1 or +","0","0","0","0",0.885408998,0.147688109,26.64509622,68.80733655
0,3.03,6.06,27.27,15.15,12.12,36.36,88.41,17382.84,35.97,80.81," sup 90%",77.61," inf 5%","0","0","0","0","0","0","0","0","0",0.789274277,1.325675756,29.25083126,66.1234454
2.35,5.88,3.53,43.53,10.59,4.71,29.41,91.05,19927.1,27.22,84.66," sup 90%",67.43," inf 5%","0","0","0","0","0","0","0","0","0",0.367276543,0.042931572,79.83934106,13.62871951
1.15,2.3,3.45,41.38,17.24,10.34,24.14,88.42,19203.39,48.61,93.37," sup 90%",79.35," inf 5%","0","0","0","0","0","0","0","0","0",0.74403981,0.213651934,25.61905623,69.49880833
0.35,4.95,8.83,33.57,15.19,15.9,21.2,92.06,20750.5,47.08,83.17," sup 90%",82.86," inf 5%","0","1","0","0","1 or +","0","1 to 2","0","2",0.467684295,0.075461914,81.36948929,14.03542628
9.8,5.88,7.84,27.45,11.76,3.92,33.33,97.44,20721.27,95.04,88.44," sup 90%",83," inf 5%","0","0","0","0","0","0","0","0","0",1.263523467,1.075970885,22.25427184,73.098206
4.12,3.09,2.06,34.02,15.46,8.25,32.99,87.2,16957.18,42.9,77.48," sup 90%",76.8," inf 5%","0","0","0","0","0","0","0","0","0",0.855868595,0.254295187,14.83905526,83.15184968
0,16.13,6.45,35.48,16.13,3.23,22.58,93.98,18399.06,6.4,86.72," sup 90%",67.69," inf 5%","0","0","0","0","0","0","0","0","1",0.086535385,0.018875374,93.23163073,4.158193255
0.45,2.24,7.17,34.08,11.21,19.73,25.11,92.64,20607.61,478.23,87.42," inf 90%",67.08," inf 5%","0","0","1 or +","0","0","0","1 to 2","1","0",3.965836613,3.163736792,24.75143373,54.22366627
0.07,3.64,8.05,36.71,14.55,17.41,19.57,93.16,24518.07,339.95,97.9," inf 90%",76.31," sup 5%","1","2 or +","1 or +","3 or +","1 or +","0","3 or +","2 or +","3 or +",2.190635666,9.736177471,13.42589333,57.51692658
1.24,1.24,2.67,40.09,17.32,6.67,30.79,83.04,18697.77,225.81,83.79," inf 90%",51.97," sup 5%","2 or +","2 or +","1 or +","3 or +","1 or +","0","3 or +","2 or +","3 or +",1.892090722,26.93636434,10.21006504,52.37628483
1.92,4.8,3.21,41.71,16.29,8.66,23.42,88.17,17765.87,117.67,93.05," sup 90%",74.49," inf 5%","0","1","1 or +","0","0","0","0","0","1",1.39914709,2.155849494,24.37069249,64.43123432
9.85,3.94,1.48,30.05,13.79,5.91,34.98,91.5,15350.05,26.32,80.77," inf 90%",61.8," inf 5%","0","1","1 or +","0","0","0","1 to 2","1","2",0.590403781,0.139934076,29.28375852,66.26490223
4.31,4.31,3.35,41.15,12.92,13.4,20.57,91.92,18358.1,88.65,94.66," sup 90%",78.83," inf 5%","0","1","0","0","1 or +","0","0","0","1",0.887069537,0.32045105,31.06520978,64.13539682
0.04,2.56,11.57,25.01,22.31,15.34,23.18,89.25,25467.26,1483.59,95.97," inf 90%",53.71," sup 5%","2 or +","2 or +","1 or +","3 or +","1 or +","1 or +","3 or +","2 or +","3 or +",7.987604125,0.521280059,38.68869467,6.487395154
8.25,6.19,2.06,22.69,13.39,10.31,37.11,85.71,18789.94,60.54,76.68," inf 90%",68.95," inf 5%","1","0","0","0","0","0","0","0","0",0.995251584,3.97279979,22.05870612,68.86486638
4.7,4.03,2.01,40.94,16.78,12.08,19.46,90.16,19680.57,47.21,88.72," sup 90%",77.67," inf 5%","0","0","0","0","0","0","0","0","1",0.555899398,0.611495934,39.36123237,54.2097711
1.52,3.94,3.33,38.18,15.15,13.64,24.24,91.36,19763.29,157.74,95.09," sup 90%",74.83," sup 5%","0","1","0","1 to 2","0","0","1 to 2","0","1",1.620007433,0.077255109,34.31687567,60.86966991
0.28,5.32,12.13,29.33,15.1,15.96,21.88,93.17,30986.57,177.16,96.6," sup 90%",89.59," inf 5%","1","1","0","1 to 2","0","0","3 or +","2 or +","3 or +",1.437952097,0.395858146,67.43637338,10.76908091
3.57,2.86,7.14,28.57,8.57,22.14,27.14,92.24,25991.78,112.6,89.62," sup 90%",79.8," inf 5%","0","1","0","0","0","0","0","0","1",1.285942167,1.180976886,16.66906289,78.50068535
0.57,4.6,2.84,29.04,12.01,10.3,40.64,88.27,18786.97,253.74,85.64," inf 90%",58.49," sup 5%","2 or +","1","0","3 or +","1 or +","0","1 to 2","1","2",3.01977758,2.121354666,25.13425613,56.99609504
0.56,5.62,8.43,26.97,8.99,15.73,33.71,89.49,25242.38,124.3,86.25," sup 90%",74.29," inf 5%","0","1","0","0","0","0","0","0","1",0.912418285,49.83421958,9.114829375,37.57920054
2.27,4.55,2.27,36.36,18.18,11.36,25,87.5,14737.61,50.83,79.57," sup 90%",82.22," inf 5%","0","0","0","0","0","0","0","0","1",0.999518058,0.83639334,21.40836392,73.52769556
0.19,3.03,4.17,35.61,13.07,11.17,32.77,88.26,18455.13,314.03,93.3," inf 90%",62.01," sup 5%","1","2 or +","1 or +","1 to 2","0","0","3 or +","1","3 or +",2.612788692,5.726110586,26.49858155,48.16109901
3.82,6.37,3.18,36.31,16.56,12.74,21.02,88,33221.33,114.9,80.42," inf 90%",45.94," sup 5%","0","1","1 or +","0","0","0","0","0","1",2.136457825,0.130806298,5.574931424,89.98247055
0,8.89,0,48.89,8.89,11.11,22.22,88.52,18347.3,24.64,82.26," sup 90%",74.51," inf 5%","0","0","0","0","0","0","0","0","0",0.342937617,0.003282161,86.95081721,9.16821358
0.2,2.64,12.77,23.28,12.86,20.07,28.18,94.38,31224.72,222.89,96.65," sup 90%",88.14," inf 5%","0","2 or +","0","1 to 2","0","0","1 to 2","1","1",1.811517383,0.137318012,37.6820971,49.1240788
1.08,4.3,7.53,31.18,10.75,12.9,32.26,91.22,18871.26,45.88,85.99," sup 90%",79.01," inf 5%","0","0","1 or +","0","0","0","0","0","0",0.83332307,0.035459889,28.50242222,68.04165163
2.31,5.2,1.16,36.42,18.5,10.4,26.01,88.56,20076.71,67.4,89.91," sup 90%",82.73," inf 5%","0","0","0","0","0","0","0","0","1",0.662978285,1.529512494,43.39360151,49.97748299
1.7,5.53,4.89,35.96,16.6,11.06,24.26,90.58,21715.2,16.29,46.92," sup 90%",70.51," inf 5%","0","2 or +","1 or +","1 to 2","1 or +","0","1 to 2","1","3 or +",0.179940931,0.55782479,90.26435206,1.154496943
1.85,4.12,7.21,33.39,12.83,17.1,23.49,91.25,22264.13,150.74,91.16," sup 90%",71.4," inf 5%","2 or +","2 or +","1 or +","1 to 2","1 or +","0","3 or +","1","3 or +",1.501726773,3.879824959,41.46073068,40.55835996
1.05,9.65,4.42,33.68,5.23,16.72,29.26,92.6,23185.72,105.85,92.26," sup 90%",89.01," inf 5%","0","0","0","0","0","0","0","0","0",0.948473509,0.184425811,49.83265949,42.49986504
0.88,4.38,3.94,31.54,6.09,8.76,44.4,87.83,18740.33,16.1,80.28," sup 90%",71.75," inf 5%","1","1","1 or +","0","1 or +","0","1 to 2","1","1",0.215215165,0.058919219,92.60580131,3.317589094
2.5,4.2,5.65,33.47,11.74,14.19,28.26,88.02,19770.39,162.22,87.18," sup 90%",68.35," inf 5%","1","1","1 or +","0","0","0","3 or +","2 or +","3 or +",1.905141941,1.457977662,31.95674297,56.2633612
2.33,9.3,4.65,30.23,6.98,9.3,37.21,89.52,26501.11,31.18,88.65," sup 90%",86.05," inf 5%","0","0","0","0","0","0","0","0","0",0.592673791,0.448665746,22.79075161,73.30058878
0.74,5.88,3.31,40.81,16.54,8.82,23.9,88.77,19787.04,141.3,91.57," sup 90%",74.86," inf 5%","0","1","0","1 to 2","1 or +","0","3 or +","1","1",1.335663069,12.84580729,19.73068303,62.12521324
1.48,1.98,2.96,38.77,14.32,11.85,28.63,89.91,19280.26,147.45,91.75," inf 90%",67.24," sup 5%","2 or +","2 or +","1 or +","1 to 2","1 or +","0","3 or +","1","2",1.829399162,0.11821836,18.29427907,73.44750395
9.3,1.74,4.07,22.67,15.7,18.02,28.49,92.82,23446.65,50.32,83.81," sup 90%",69.97," inf 5%","1","1","0","0","0","0","1 to 2","1","1",1.123468359,0.229580169,21.5780504,74.86638969
0,4.03,5.37,35.57,14.09,16.11,24.83,92.68,21295.77,96.41,87.94," sup 90%",84.52," inf 5%","0","0","0","0","0","0","0","0","3 or +",1.099604073,0.080517577,51.919419,42.21566444
5.88,5.04,2.52,35.29,6.72,11.76,32.77,86.96,18401.34,74.73,81.49," sup 90%",68.18," sup 5%","1","1","0","0","0","0","1 to 2","0","2",1.060518561,0.074396124,18.40656224,75.91350871
7.5,3.75,2.5,26.25,20,8.75,31.25,93.75,19947.4,47.36,80.91," sup 90%",80.65," inf 5%","0","0","0","0","0","0","0","0","0",0.972216707,0.773319773,19.68188958,76.93562603
1.25,5,5,32.5,13.75,8.75,33.75,87.93,19040.43,73.84,87.22," sup 90%",79.37," inf 5%","0","0","0","0","0","0","0","0","0",1.021954792,0.832311805,20.58379558,75.20322354
5.97,7.46,1.49,37.31,16.42,10.45,20.9,88.82,20179.49,40.58,83.24," sup 90%",79.83," inf 5%","0","2 or +","0","0","0","0","0","0","0",0.546314789,0.182579708,48.48252055,46.02318132
3.47,7.98,1.04,33.29,9.71,7.98,36.54,87.5,18226.32,44.87,75.49," sup 90%",75.8," inf 5%","1","1","1 or +","0","1 or +","0","1 to 2","1","1",0.632337164,1.178334088,44.00196756,46.91319357
0.77,3.84,11.01,27.64,11.25,18.68,26.81,92.9,26995.44,247.79,92.05," sup 90%",73.94," sup 5%","1","2 or +","1 or +","1 to 2","0","0","1 to 2","1","2",2.036561012,15.01295577,18.19806618,59.0729593
2.23,5.34,2.23,39.17,11.57,7.57,31.9,90.37,17283.67,176.62,88.06," sup 90%",59.43," sup 5%","2 or +","2 or +","1 or +","1 to 2","0","0","3 or +","1","0",2.245420375,0.173316774,20.90680007,66.25832164
3.12,3.9,1.73,36.05,13.17,12.91,29.12,88.91,15546.36,37.96,86.17," sup 90%",73.54," inf 5%","1","2 or +","1 or +","0","1 or +","0","3 or +","1","0",0.601823142,0.106808106,44.57396246,47.40307336
0.56,3.67,4.76,38.55,15.28,6.68,30.5,83.52,15525.19,341.42,84.51," inf 90%",43.13," sup 5%","1","2 or +","1 or +","1 to 2","0","0","3 or +","2 or +","3 or +",3.514872845,4.38988319,20.81294094,54.89233051
7.14,2.38,0,26.19,9.52,7.14,47.62,87.06,16958.52,14.05,81.01," sup 90%",75," inf 5%","1","0","0","0","0","0","0","0","0",0.444442018,0.104067595,32.36013136,63.52278736
13.51,5.41,2.7,40.54,13.51,10.81,13.51,87.5,15891.36,18.94,82.18," sup 90%",80.82," inf 5%","0","0","0","0","0","0","0","0","0",0.484295087,0.086148274,28.94330232,67.51081461
1.54,4.62,6.16,35.12,15.81,15.08,21.67,87.29,19467.97,146.95,89.62," sup 90%",64.04," sup 5%","1","1","1 or +","0","1 or +","0","3 or +","0","3 or +",1.471763656,5.750443105,23.00276742,63.76255795
5.63,7.04,4.23,32.39,12.68,14.08,23.94,90,20593.4,102.48,86.47," sup 90%",70.67," inf 5%","0","0","0","0","0","0","0","0","1",1.386396575,8.992972839,22.75258264,65.32772212
0,6.64,6.64,34.07,14.16,17.26,21.24,92.5,30068.79,107.67,97.25," sup 90%",79.77," inf 5%","0","1","1 or +","0","0","0","0","0","1",0.858332352,0.062041706,65.1557268,26.7204539
2.56,3.85,6.41,37.18,14.1,10.26,25.64,89.35,20198.32,76.7,85.24," sup 90%",73.01," inf 5%","0","0","0","0","0","0","0","0","0",0.977933981,0.12726641,34.20868867,61.78682658
10.42,4.17,0,25,18.75,16.67,25,90.6,16545.69,36.35,86.77," sup 90%",71.7," inf 5%","0","0","0","0","0","0","0","0","0",0.734282409,0.467767081,27.09708506,68.58833565
3.33,3.33,1.67,33.33,15,5,38.33,89.39,17386.74,46.85,79.38," sup 90%",72.44," sup 5%","0","0","0","0","0","0","0","0","0",0.83256532,0.364279257,27.89767113,67.51567579
5.56,5.56,6.48,30.56,12.96,13.89,25,90.04,19086.88,38.03,80.52," sup 90%",75.76," inf 5%","1","0","0","0","1 or +","0","0","0","1",0.602423852,0.053630655,25.80551693,71.84745376
1.96,2.75,4.31,42.75,15.29,10.2,22.75,90.94,17156.9,108.28,91.49," sup 90%",79.34," inf 5%","1","1","0","0","0","0","0","0","0",1.401749743,4.076644559,28.46245159,60.4164339
0.14,5.47,9.06,31.65,12.81,18.27,22.59,91.96,25236.7,180.8,91.87," sup 90%",80.28," inf 5%","1","1","1 or +","1 to 2","1 or +","0","1 to 2","1","2",1.360473339,0.186673624,49.84686022,34.71757176
3.8,1.27,6.33,29.11,15.19,11.39,32.91,89.85,24950.17,61.9,87.64," sup 90%",66.24," inf 5%","0","0","0","0","0","0","0","0","1",0.820149035,4.920057569,28.38357448,62.44681849
2.13,8.51,2.13,34.04,12.77,10.64,29.79,88.99,21921.29,82.55,84.49," sup 90%",70.97," inf 5%","0","0","0","0","0","0","0","0","0",1.28877048,0.10308398,12.610105,85.80548957
0.72,4.02,5.38,35.79,14.17,14.64,25.27,88.59,19727.11,402.72,90.15," inf 90%",56.57," sup 5%","2 or +","2 or +","1 or +","3 or +","1 or +","0","3 or +","2 or +","3 or +",3.699192876,5.00061485,21.72265626,55.07090072
9.88,1.23,6.17,24.69,13.58,14.81,29.63,92.86,18691.04,39.1,83.68," sup 90%",82.82," inf 5%","0","0","0","0","0","0","0","0","0",0.746764782,0.029444295,22.13092413,73.36009963
2.08,8.33,5.56,27.78,11.81,6.25,38.19,90.13,23037.84,65.95,79.95," sup 90%",75.87," inf 5%","0","0","0","0","0","0","0","0","0",1.078062923,0.609323073,25.13583255,71.17231526
9.33,1.67,2.54,39.87,10.95,11.03,24.6,89.75,17042.94,49.87,87.05," sup 90%",78.57," inf 5%","0","0","0","0","0","0","0","0","0",0.289075493,48.98838605,2.107580987,46.51736944
0,1.3,6.49,44.16,12.99,14.29,20.78,86.49,17053.96,2140,95.96," inf 90%",53.57," sup 5%","0","0","0","0","0","0","0","0","0",17.25847682,0,17.46192688,8.23968141
11.76,0,11.76,35.29,5.88,11.76,23.53,94.34,21180.45,13.14,81.06," sup 90%",57.58," inf 5%","0","0","0","0","0","0","0","0","0",0.457258788,0.101214241,19.45423881,76.84136384
1.98,1.98,1.98,41.58,8.91,9.9,33.66,84.34,17848.25,51.44,83.37," sup 90%",74.34," inf 5%","0","0","0","0","1 or +","0","0","0","2",0.576256654,2.072077315,42.13132908,48.26049676
2.48,4.35,1.86,45.34,17.39,1.86,26.71,86.09,15466.33,67.07,90.07," sup 90%",74.1," inf 5%","1","1","1 or +","0","0","0","1 to 2","1","3 or +",0.97336609,0.598539544,25.22006575,68.85758905
2.67,2.67,8,18.67,14.67,21.33,32,91.62,23671.02,65.58,88.13," sup 90%",84.62," inf 5%","0","0","0","0","0","0","0","0","0",0.916452614,0.460192564,24.40963941,71.85472128
0,4.05,17.27,17.28,17.6,19.24,24.56,92.87,39272.94,172.49,97.48," sup 90%",80.68," inf 5%","2 or +","2 or +","0","3 or +","1 or +","0","3 or +","2 or +","3 or +",1.09933921,0.164700486,73.53688306,1.759454632
33.33,0,0,0,33.33,6.67,26.67,80.65,NA,26.06,67.76," sup 90%",89.29," inf 5%","0","0","0","0","0","0","0","0","0",0.643707694,0.096017031,33.45577154,59.05336989
3.67,4,3.33,30,18.67,10.33,30,89.32,17846.69,81.46,88.55," sup 90%",71.72," sup 5%","0","0","0","0","1 or +","0","0","0","1",1.156741648,3.507798747,13.6404565,78.8605483
5.91,1.48,0,37.96,8.87,5.91,39.86,92.93,16102.76,52.95,89.1," sup 90%",78," inf 5%","0","0","0","0","1 or +","0","0","0","0",0.945982259,0.020533568,11.1849313,87.11703812
5.05,5.05,2.02,31.31,18.18,12.12,26.26,88.93,18243.95,107.35,88.14," sup 90%",65.87," sup 5%","0","0","0","0","1 or +","0","0","0","1",1.408366829,0.103577566,6.835413318,91.56333959
0.36,3.77,7.01,33.24,12.22,16.35,27.05,92.2,25204.85,265.4,93.9," sup 90%",72.21," sup 5%","0","1","1 or +","1 to 2","0","0","3 or +","1","2",1.984308262,0.131280723,37.15433041,49.27018073
2.65,3.99,2.91,33.67,20.23,8.48,28.07,85.46,15920.49,68.21,83.46," sup 90%",73.67," inf 5%","1","0","1 or +","3 or +","1 or +","0","3 or +","2 or +","2",0.970425065,0.650208593,41.54217011,51.25756175
6.15,7.69,1.54,36.92,13.85,7.69,26.15,87.76,18601.18,38.15,64.24," sup 90%",77.55," inf 5%","0","0","0","0","1 or +","0","0","0","2",0.96186596,1.233658606,7.57518497,85.60369036
4.12,3.09,7.22,38.14,10.31,7.22,29.9,93.17,28516.32,65.93,81.19," inf 90%",58.71," inf 5%","0","0","0","0","0","0","0","0","3 or +",1.247880775,0.555382172,10.46185444,87.52755998
3.63,4.36,1.45,36.32,7.26,12.35,34.63,88.75,15775.91,18.21,81.8," sup 90%",79," inf 5%","0","0","0","0","0","0","0","0","3 or +",0.303178553,0.919157561,61.70623232,33.44847849
0,7.55,1.89,41.51,15.09,7.55,26.42,92.13,18663.08,62.99,88.57," sup 90%",76.34," inf 5%","0","0","0","0","0","0","0","0","0",1.204812108,0.706217608,19.1266657,75.96867121
2.88,5.35,4.53,39.09,17.7,10.29,20.16,88.24,18351.8,112.38,90.74," sup 90%",87.7," inf 5%","1","0","1 or +","0","0","0","0","0","1",1.220733068,0.180377421,33.97086899,62.71512566
